source identifier	source name	target prefix	target identifier	target name	confidence
orphanet.ordo:482601	Adenylosuccinate synthetase-like 1-related distal myopathy	mondo	mondo:0014877	myopathy, distal, 5	0.55
ncit:C29888	Mumps	mesh	mesh:D009107	Mumps	0.83
orphanet.ordo:137577	Neonatal hypoxic and ischemic brain injury	mondo	mondo:0006663	perinatal asphyxia	0.62
orphanet.ordo:435934	COG2-CDG	mondo	mondo:0054559	congenital disorder of glycosylation, type IIq	0.65
orphanet.ordo:100085	Primary hepatic neuroendocrine carcinoma	mondo	mondo:0015072	liver neuroendocrine carcinoma	0.86
orphanet.ordo:251604	Gemistocytic astrocytoma	mondo	mondo:0016689	gemistocytic astrocytoma	0.5
efo:1001360	Leukoplakia, Hairy	doid	doid:0060315	oral hairy leukoplakia	0.79
orphanet.ordo:90158	Idiopathic localized lipodystrophy	mondo	mondo:0019554	idiopathic localized lipodystrophy	0.76
orphanet.ordo:438178	Fatty acyl-CoA reductase 1 deficiency	mondo	mondo:0014510	fatty acyl-CoA reductase 1 deficiency	0.77
orphanet.ordo:228384	5q14.3 microdeletion syndrome	mondo	mondo:0016456	5q14.3 microdeletion syndrome	0.72
mondo:0009285	gamma-glutamyl transpeptidase deficiency	orphanet.ordo	orphanet.ordo:33573	Gamma-glutamyl transpeptidase deficiency	0.74
orphanet.ordo:98905	Congenital multicore myopathy with external ophthalmoplegia	mondo	mondo:0009712	congenital multicore myopathy with external ophthalmoplegia	0.82
ncit:C173111	XFE Progeroid Syndrome	doid	doid:0060590	XFE progeroid syndrome	0.88
mondo:0016353	palmoplantar keratoderma-spastic paralysis syndrome	orphanet.ordo	orphanet.ordo:2201	Palmoplantar keratoderma-spastic paralysis syndrome	0.88
orphanet.ordo:2583	Mycetoma	ncit	ncit:C85505	Mycetoma	0.83
ncit:C122526	Mycoplasmal Pneumonia	doid	doid:13276	Mycoplasma pneumoniae pneumonia	0.9
ncit:C35006	Paranoid Type Schizophrenia	mesh	mesh:D012563	Schizophrenia, Paranoid	1.05
ncit:C6569	Congenital Mesoblastic Nephroma	orphanet.ordo	orphanet.ordo:2665	Congenital mesoblastic nephroma	0.84
orphanet.ordo:309310	Mucopolysaccharidosis type 4B	mondo	mondo:0009660	mucopolysaccharidosis type 4B	0.52
mesh:D012557	Schizoid Personality Disorder	ncit	ncit:C92631	Schizoid Personality Disorder	1.18
ncit:C7012	Central Nervous System Choriocarcinoma	orphanet.ordo	orphanet.ordo:252015	Choriocarcinoma of the central nervous system	0.55
ncit:C7463	Acute Myelomonocytic Leukemia	orphanet.ordo	orphanet.ordo:517	Acute myelomonocytic leukemia	0.55
orphanet.ordo:604680	Symptomatic form of X-linked centronuclear myopathy in female carriers	mondo	mondo:0035826	symptomatic form of X-linked centronuclear myopathy in female carriers	0.85
mondo:0008516	syndactyly type 5	orphanet.ordo	orphanet.ordo:93406	Syndactyly type 5	0.6
mondo:0017209	infectious posterior uveitis	orphanet.ordo	orphanet.ordo:279919	Infectious posterior uveitis	0.77
mesh:D007918	Leprosy	ncit	ncit:C84824	Leprosy	0.78
orphanet.ordo:1772	45,X/46,XY mixed gonadal dysgenesis	ncit	ncit:C120199	45,X/46,XY Mixed Gonadal Dysgenesis	0.85
orphanet.ordo:100083	Laryngeal neuroendocrine tumor	doid	doid:5457	laryngeal neuroendocrine tumor	0.75
mondo:0035660	GNAO1-related developmental delay-seizures-movement disorder spectrum	orphanet.ordo	orphanet.ordo:592564	GNAO1-related developmental delay-seizures-movement disorder spectrum	0.79
mondo:0014830	platelet-type bleeding disorder 20	orphanet.ordo	orphanet.ordo:466806	Autosomal dominant thrombocytopenia with platelet secretion defect	0.56
orphanet.ordo:586130	Sporadic fatal insomnia	mondo	mondo:0035614	sporadic fatal insomnia	0.75
orphanet.ordo:96097	Distal duplication 5q syndrome	mondo	mondo:0019880	distal trisomy 5q	0.62
doid:396	Loeffler endocarditis	orphanet.ordo	orphanet.ordo:75566	Loeffler endocarditis	0.75
orphanet.ordo:431344	Urachal sinus	mondo	mondo:0018552	urachal sinus	0.78
orphanet.ordo:93126	Pauci-immune glomerulonephritis	mondo	mondo:0019641	Pauci-immune glomerulonephritis	0.75
orphanet.ordo:982	Pulmonary valve agenesis	mondo	mondo:0020064	pulmonary valve agenesis	0.8
mondo:0015700	immunodeficiency due to a late component of complement deficiency	orphanet.ordo	orphanet.ordo:169150	Immunodeficiency due to a late component of complement deficiency	0.93
mondo:0019340	scleroderma	orphanet.ordo	orphanet.ordo:801	Scleroderma	0.72
mondo:0020341	periventricular nodular heterotopia	orphanet.ordo	orphanet.ordo:98892	Periventricular nodular heterotopia	0.83
mondo:0018226	infantile epileptic-dyskinetic encephalopathy	orphanet.ordo	orphanet.ordo:364063	Infantile epileptic-dyskinetic encephalopathy	0.82
orphanet.ordo:99954	Charcot-Marie-Tooth disease type 4H	mondo	mondo:0012250	Charcot-Marie-Tooth disease type 4H	0.8
orphanet.ordo:41	Dyschromatosis symmetrica hereditaria	mondo	mondo:0007483	dyschromatosis symmetrica hereditaria	0.59
mondo:0035407	furuncular myiasis due to Cordylobia anthropophaga	orphanet.ordo	orphanet.ordo:563687	Furuncular myiasis due to Cordylobia anthropophaga	0.6
ncit:C161554	Persistent Hyperplastic Primary Vitreous	omim.ps	omim.ps:221900	Persistent hyperplastic primary vitreous	0.7
mesh:D002372	Cat-Scratch Disease	orphanet.ordo	orphanet.ordo:50839	Cat-scratch disease	0.55
mondo:0017053	intermittent maple syrup urine disease	orphanet.ordo	orphanet.ordo:268173	Intermittent maple syrup urine disease	0.52
mondo:0019609	Zellweger spectrum disorders	orphanet.ordo	orphanet.ordo:912	Zellweger syndrome	0.52
mondo:0019419	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	orphanet.ordo	orphanet.ordo:85320	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	0.76
orphanet.ordo:295229	Congenital genu recurvatum	mondo	mondo:0017560	congenital genu recurvatum	0.65
orphanet.ordo:293208	Celiac artery compression syndrome	doid	doid:9892	median arcuate ligament syndrome	0.82
mondo:0010585	X-linked hypohidrotic ectodermal dysplasia	orphanet.ordo	orphanet.ordo:181	X-linked hypohidrotic ectodermal dysplasia	0.82
orphanet.ordo:101046	Autosomal dominant epilepsy with auditory features	mondo	mondo:0010898	autosomal dominant epilepsy with auditory features	0.9
orphanet.ordo:85435	Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	ncit	ncit:C119034	Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Positive	0.62
doid:12689	acoustic neuroma	orphanet.ordo	orphanet.ordo:252175	Vestibular schwannoma	0.5
mondo:0700282	POLR3-related leukodystrophy	orphanet.ordo	orphanet.ordo:289494	4H leukodystrophy	0.74
mondo:0018006	adult-onset distal myopathy due to VCP mutation	orphanet.ordo	orphanet.ordo:329478	Adult-onset distal myopathy due to VCP mutation	0.74
efo:0000694	severe acute respiratory syndrome	orphanet.ordo	orphanet.ordo:140896	Severe acute respiratory syndrome	0.57
orphanet.ordo:99043	Double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis	mondo	mondo:0020386	double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis	0.72
orphanet.ordo:729	Polycythemia vera	doid	doid:8997	polycythemia vera	0.74
orphanet.ordo:85453	X-linked reticulate pigmentary disorder	mondo	mondo:0010523	X-linked reticulate pigmentary disorder	0.61
mondo:0009279	triple-A syndrome	orphanet.ordo	orphanet.ordo:869	Triple A syndrome	0.56
ncit:C26744	Dermatomyositis	orphanet.ordo	orphanet.ordo:221	Dermatomyositis	0.75
orphanet.ordo:254334	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B	mondo	mondo:0013338	Charcot-Marie-Tooth disease recessive intermediate B	0.84
mondo:0000724	specific language impairment	mesh	mesh:D000080888	Specific Language Disorder	0.94
mondo:0015627	multiple epiphyseal dysplasia due to collagen 9 anomaly	orphanet.ordo	orphanet.ordo:166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly	0.79
mondo:0018983	Tolosa-Hunt syndrome	orphanet.ordo	orphanet.ordo:64686	Tolosa-Hunt syndrome	0.55
doid:2112	cystoisosporiasis	orphanet.ordo	orphanet.ordo:472	Isosporiasis	0.77
orphanet.ordo:488627	Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	mondo	mondo:0014886	severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	0.62
mondo:0008421	flat face-microstomia-ear anomaly syndrome	orphanet.ordo	orphanet.ordo:1968	Flat face-microstomia-ear anomaly syndrome	0.81
mondo:0016367	dermatomyositis	orphanet.ordo	orphanet.ordo:221	Dermatomyositis	0.72
orphanet.ordo:213797	Sarcoma of cervix uteri	mondo	mondo:0016280	sarcoma of cervix uteri	0.81
orphanet.ordo:3394	Soft tissue sarcoma	mondo	mondo:0018078	soft tissue sarcoma	0.81
ncit:C84551	Amebiasis	mesh	mesh:D000562	Amebiasis	0.69
mondo:0021324	malignant neoplasm of abdominal esophagus	doid	doid:5041	esophageal cancer	0.62
doid:12205	dengue disease	orphanet.ordo	orphanet.ordo:99828	Dengue fever	0.77
ncit:C7967	Colon Signet Ring Cell Adenocarcinoma	doid	doid:3033	colon signet ring adenocarcinoma	0.84
ncit:C3001	Eczema	doid	doid:3310	atopic dermatitis	0.59
orphanet.ordo:255229	Navajo neurohepatopathy	mondo	mondo:0009747	mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	0.56
mondo:0021372	neoplasm of temporal lobe	doid	doid:2135	temporal lobe neoplasm	0.77
mondo:0008477	spondylometaphyseal dysplasia, Kozlowski type	orphanet.ordo	orphanet.ordo:93314	Spondylometaphyseal dysplasia, Kozlowski type	0.76
mondo:0010455	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	orphanet.ordo	orphanet.ordo:317476	XMEN	0.7
mondo:0014209	early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	orphanet.ordo	orphanet.ordo:352654	Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	0.62
orphanet.ordo:3144	Schneckenbecken dysplasia	mondo	mondo:0010013	schneckenbecken dysplasia	0.58
orphanet.ordo:443095	Hyperinsulinemic hypoglycaemia	omim.ps	omim.ps:256450	Hyperinsulinemia hypoglycemia	0.5
mondo:0009352	classic homocystinuria	orphanet.ordo	orphanet.ordo:394	Homocystinuria due to cystathionine beta-synthase deficiency	0.83
mondo:0015288	herpes simplex virus keratitis	mesh	mesh:D016849	Keratitis, Herpetic	1.0
ncit:C6956	Retinal Neuroblastoma	doid	doid:768	retinoblastoma	0.62
mondo:0033925	pediatric-onset Graves disease	orphanet.ordo	orphanet.ordo:525731	Pediatric-onset Graves disease	0.75
mondo:0015354	hereditary sensory and autonomic neuropathy with deafness and global delay	orphanet.ordo	orphanet.ordo:139573	Hereditary sensory and autonomic neuropathy with deafness and global delay	0.9
doid:0080641	tongue carcinoma	ncit	ncit:C4824	Tongue Carcinoma	0.94
mondo:0957476	isolated persistent urogenital sinus	orphanet.ordo	orphanet.ordo:647794	Isolated persistent urogenital sinus	0.77
orphanet.ordo:300903	ALK-negative anaplastic large cell lymphoma	mondo	mondo:0017603	ALK-negative anaplastic large cell lymphoma	0.82
orphanet.ordo:90389	Telangiectasia macularis eruptiva perstans	mondo	mondo:0019576	telangiectasia macularis eruptiva perstans	0.71
mondo:0015690	myeloid neoplasm associated with PDGFRB rearrangement	orphanet.ordo	orphanet.ordo:168950	Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement	0.75
orphanet.ordo:589527	Spinocerebellar ataxia type 45	mondo	mondo:0033480	spinocerebellar ataxia 45	0.57
mondo:0020533	streptobacillary rat-bite fever	orphanet.ordo	orphanet.ordo:99905	Streptobacillary rat-bite fever	0.82
mondo:0008537	telecanthus	orphanet.ordo	orphanet.ordo:98575	Syndromic telecanthus	0.55
orphanet.ordo:181437	Rare syndromic dyslipidemia	mondo	mondo:0015905	syndromic dyslipidemia	0.82
mondo:0100215	Rajab interstitial lung disease with brain calcifications 1	orphanet.ordo	orphanet.ordo:178506	Brain calcification, Rajab type	0.65
mondo:0009665	biotinidase deficiency	orphanet.ordo	orphanet.ordo:79241	Biotinidase deficiency	0.75
mondo:0035826	symptomatic form of X-linked centronuclear myopathy in female carriers	orphanet.ordo	orphanet.ordo:604680	Symptomatic form of X-linked centronuclear myopathy in female carriers	0.85
mondo:0016790	tricarboxylic acid cycle disorder	orphanet.ordo	orphanet.ordo:254749	Tricarboxylic acid cycle disorder	0.95
mondo:0007619	isolated congenital adermatoglyphia	orphanet.ordo	orphanet.ordo:289465	Isolated congenital adermatoglyphia	0.67
mondo:0015692	refractory anemia with excess blasts in transformation	orphanet.ordo	orphanet.ordo:168960	Refractory anemia with excess blasts in transformation	0.75
mondo:0010478	SLC35A2-congenital disorder of glycosylation	orphanet.ordo	orphanet.ordo:356961	SLC35A2-CDG	0.63
orphanet.ordo:320365	Autosomal dominant spastic paraplegia type 36	mondo	mondo:0013132	hereditary spastic paraplegia 36	0.84
orphanet.ordo:171848	Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome	mondo	mondo:0012984	PHARC syndrome	0.74
orphanet.ordo:98917	Acute motor and sensory axonal neuropathy	mondo	mondo:0020348	acute motor and sensory axonal neuropathy	0.74
orphanet.ordo:93108	Renal dysplasia	mondo	mondo:0019638	renal dysplasia	0.8
orphanet.ordo:99990	Brill-Zinsser disease	doid	doid:11254	Brill-Zinsser disease	0.5
mondo:0012032	Braddock syndrome	orphanet.ordo	orphanet.ordo:52047	Braddock syndrome	0.66
mondo:0017590	carcinoma of the ampulla of vater	orphanet.ordo	orphanet.ordo:300557	Carcinoma of the ampulla of Vater	0.82
orphanet.ordo:99797	Anodontia	doid	doid:13714	anodontia	0.5
mondo:0019534	mixed-type autoimmune hemolytic anemia	orphanet.ordo	orphanet.ordo:90036	Mixed-type autoimmune hemolytic anemia	0.75
mondo:0016081	coronary arterial fistulas	orphanet.ordo	orphanet.ordo:2041	Coronary arterial fistula	0.76
orphanet.ordo:2932	Chronic inflammatory demyelinating polyneuropathy	mondo	mondo:0006702	chronic inflammatory demyelinating polyradiculoneuropathy	0.84
mondo:0015175	autoimmune pancreatitis	orphanet.ordo	orphanet.ordo:103919	Autoimmune pancreatitis	0.77
orphanet.ordo:261537	Mowat-Wilson syndrome due to monosomy 2q22	mondo	mondo:0016855	Mowat-Wilson syndrome due to monosomy 2q22	0.61
mondo:0957473	craniosynostosis-facial dysmorphism-chiari-1 malformation-developmental and language delay syndrome	orphanet.ordo	orphanet.ordo:647681	Craniosynostosis-facial dysmorphism-Chiari-1 malformation-developmental and language delay syndrome	0.83
mondo:0008757	alopecia universalis congenita	orphanet.ordo	orphanet.ordo:701	Alopecia universalis	0.64
ncit:C197881	Congenital Mitral Insufficiency	doid	doid:11502	mitral valve insufficiency	0.87
orphanet.ordo:294	Fetal cytomegalovirus syndrome	mondo	mondo:0017409	fetal cytomegalovirus syndrome	0.55
mondo:0018850	proliferating trichilemmal cyst	orphanet.ordo	orphanet.ordo:492	Proliferating trichilemmal cyst	0.85
mondo:0011706	Kufor-Rakeb syndrome	orphanet.ordo	orphanet.ordo:306674	Kufor-Rakeb syndrome	0.53
orphanet.ordo:252206	Melanoma and neural system tumor syndrome	ncit	ncit:C176905	Melanoma-Astrocytoma Syndrome	0.83
orphanet.ordo:469	Hereditary fructose intolerance	mondo	mondo:0009249	hereditary fructose intolerance	0.93
orphanet.ordo:93383	Brachydactyly type B	mondo	mondo:0019676	brachydactyly type B	0.62
orphanet.ordo:440706	Ribose-5-P isomerase deficiency	mondo	mondo:0012073	ribose-5-P isomerase deficiency	0.79
mondo:0007235	branchiooculofacial syndrome	orphanet.ordo	orphanet.ordo:1297	Branchio-oculo-facial syndrome	0.65
orphanet.ordo:1656	Dermatitis herpetiformis	ncit	ncit:C26742	Dermatitis Herpetiformis	0.8
mondo:0015548	Huntington disease-like syndrome	orphanet.ordo	orphanet.ordo:158266	Huntington disease-like syndrome	0.78
orphanet.ordo:972	Hereditary continuous muscle fiber activity	mondo	mondo:0019943	hereditary continuous muscle fiber activity	0.84
ncit:C26806	Keratoconus	omim.ps	omim.ps:148300	Keratoconus	0.7
orphanet.ordo:1023	Congenital generalized hypertrichosis, Ambras type	mondo	mondo:0007787	Ambras type hypertrichosis universalis congenita	0.72
mondo:0011669	hypotonia-cystinuria syndrome	orphanet.ordo	orphanet.ordo:238517	Hypotonia-cystinuria type 1 syndrome	0.86
orphanet.ordo:870	Down syndrome	ncit	ncit:C2993	Down Syndrome	0.61
orphanet.ordo:251607	Pleomorphic xanthoastrocytoma	mondo	mondo:0016690	pleomorphic xanthoastrocytoma	0.79
mondo:0016272	transitional cell carcinoma of the corpus uteri	orphanet.ordo	orphanet.ordo:213746	Transitional cell carcinoma of the corpus uteri	0.87
mondo:0016867	partial deletion of chromosome 2	orphanet.ordo	orphanet.ordo:261771	Partial deletion of chromosome 2 syndrome	0.68
mondo:0017332	pyoderma gangrenosum-acne-suppurative hidradenitis syndrome	orphanet.ordo	orphanet.ordo:289478	PASH syndrome	0.77
mondo:0012719	combined PSAP deficiency	orphanet.ordo	orphanet.ordo:139406	Encephalopathy due to prosaposin deficiency	0.92
orphanet.ordo:71212	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	mondo	mondo:0012382	hyperinsulinemic hypoglycemia, familial, 4	0.73
orphanet.ordo:314422	Ameloblastic carcinoma	ncit	ncit:C7492	Ameloblastic Carcinoma	0.73
orphanet.ordo:587	Muir-Torre syndrome	doid	doid:0050465	Muir-Torre syndrome	0.5
mondo:0020550	gestational choriocarcinoma	orphanet.ordo	orphanet.ordo:99926	Gestational choriocarcinoma	0.73
mondo:0034110	atypical Fanconi syndrome-neonatal hyperinsulinism syndrome	orphanet.ordo	orphanet.ordo:544628	Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome	0.78
mondo:0019444	trichinellosis	orphanet.ordo	orphanet.ordo:863	Trichinellosis	0.74
orphanet.ordo:83595	Colorado tick fever	efo	efo:0007213	Colorado tick fever	0.78
mondo:0008857	Beemer-Ertbruggen syndrome	orphanet.ordo	orphanet.ordo:1237	Beemer-Ertbruggen syndrome	0.74
mondo:0018628	HIV-associated cancer	orphanet.ordo	orphanet.ordo:443291	HIV-associated cancer	0.87
orphanet.ordo:284362	Fetal lung interstitial tumor	mondo	mondo:0017289	fetal lung interstitial tumor	0.71
orphanet.ordo:295016	Camptodactyly of fingers	mondo	mondo:0007250	camptodactyly of fingers	0.95
efo:0003782	motor neuron disease	orphanet.ordo	orphanet.ordo:98503	Motor neuron disease	0.87
efo:0009731	polyarticular juvenile idiopathic arthritis, rheumatoid factor positive	orphanet.ordo	orphanet.ordo:85435	Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	0.82
mesh:D014437	Typhus, Endemic Flea-Borne	orphanet.ordo	orphanet.ordo:83315	Murine typhus	0.5
orphanet.ordo:251992	Ganglioneuroma	mondo	mondo:0005033	ganglioneuroma	0.73
efo:0005269	congenital heart malformation	orphanet.ordo	orphanet.ordo:88991	Rare congenital non-syndromic heart malformation	0.95
mondo:0018680	cutaneous pseudolymphoma	orphanet.ordo	orphanet.ordo:451607	Cutaneous pseudolymphoma	0.76
mondo:0011970	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	orphanet.ordo	orphanet.ordo:163727	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	0.92
orphanet.ordo:79403	Junctional epidermolysis bullosa with pyloric atresia	mondo	mondo:0009183	junctional epidermolysis bullosa with pyloric atresia	0.91
orphanet.ordo:517	Acute myelomonocytic leukemia	ncit	ncit:C7463	Acute Myelomonocytic Leukemia	0.55
