source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
doid:6262	follicular dendritic cell sarcoma	mondo	mondo:0004380	dendritic cell sarcoma	mondo:0005764	follicular dendritic cell sarcoma	0.75
doid:5566	mature teratoma	mondo	mondo:0003733	central nervous system mature teratoma	mondo:0003517	mature teratoma	0.57
mondo:0016910	partial deletion of the long arm of chromosome 11	icd11	icd11:2074372855	Deletions of chromosome 11	icd11:237602200	Deletions of the long arm of chromosome 11	0.71
doid:13608	biliary atresia	orphanet.ordo	orphanet.ordo:498350	Syndromic biliary atresia	orphanet.ordo:30391	Isolated biliary atresia	0.52
ncit:C113723	Scleroderma Polymyositis Overlap Syndrome	efo	efo:1001995	Sclerodermatomyositis	efo:1001994	Scleroderma Polymyositis Overlap Syndrome	0.58
mondo:0000171	muscular dystrophy-dystroglycanopathy, type A	doid	doid:0111229	congenital muscular dystrophy-dystroglycanopathy type A	doid:0050560	Walker-Warburg syndrome	0.88
icd11:267067189	Malignant neoplasms of ampulla of Vater	mondo	mondo:0000919	ampulla of vater cancer	mondo:0017590	carcinoma of the ampulla of vater	0.84
omim.ps:145000	Hyperparathyroidism	mondo	mondo:0001741	hyperparathyroidism	mondo:0016166	hereditary hyperparathyroidism	0.7
mesh:D003586	Cytomegalovirus Infections	mondo	mondo:0017409	fetal cytomegalovirus syndrome	mondo:0005132	cytomegalovirus infection	0.64
ncit:C3757	Placental Site Trophoblastic Tumor	mondo	mondo:0021218	placenta neoplasm	mondo:0020552	placental site trophoblastic tumor	0.72
mondo:0004620	Hodgkin's lymphoma, lymphocytic depletion	ncit	ncit:C9283	Lymphocyte-Depleted Classic Hodgkin Lymphoma	ncit:C9125	Adult Lymphocyte-Depleted Classic Hodgkin Lymphoma	0.7
efo:1000645	orthostatic intolerance	mesh	mesh:D009449	Neurocirculatory Asthenia	mesh:D054972	Postural Orthostatic Tachycardia Syndrome	0.56
omim.ps:105250	Amyloidosis, primary localized cutaneous	doid	doid:0080930	primary localized cutaneous amyloidosis 1	doid:0050639	primary cutaneous amyloidosis	0.6
ncit:C84647	Congenital Myasthenic Syndrome	mondo	mondo:0009690	congenital myasthenic syndrome 10	mondo:0018940	congenital myasthenic syndrome	0.78
ncit:C97089	Carbohydrate Metabolism Disorder	mondo	mondo:0037792	carbohydrate metabolism disease	mondo:0019214	inborn carbohydrate metabolic disorder	0.62
doid:0050810	biotin deficiency	mondo	mondo:0009665	biotinidase deficiency	mondo:0000461	nutritional biotin deficiency	0.67
mondo:0012784	autosomal recessive ataxia due to ubiquinone deficiency	orphanet	orphanet:324262	Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency	orphanet:139485	Autosomal recessive ataxia due to ubiquinone deficiency	0.73
efo:0007149	appendicitis	icd11	icd11:40398753	Acute appendicitis	icd11:1881255733	Appendicitis	0.56
orphanet.ordo:915	Aarskog-Scott syndrome	doid	doid:6683	X-linked Aarskog syndrome	doid:0111824	Aarskog syndrome	0.74
doid:0050129	secretory diarrhea	mondo	mondo:0045032	congenital secretory diarrhea	mondo:0000249	secretory diarrhea	0.63
mondo:0002656	skin carcinoma	efo	efo:0009260	non-melanoma skin carcinoma	efo:0009259	skin carcinoma	0.89
mondo:0016702	oligoastrocytoma	ncit	ncit:C114974	Childhood Oligoastrocytoma	ncit:C4050	Oligoastrocytoma	0.79
mondo:0010787	Kearns-Sayre syndrome	doid	doid:699	mitochondrial myopathy	doid:12934	Kearns-Sayre syndrome	0.6
ncit:C4784	Cardiovascular Neoplasm	mondo	mondo:0002100	cardiovascular cancer	mondo:0024757	cardiovascular neoplasm	0.69
doid:60006	benign vascular tumor	mondo	mondo:0971115	benign vascular tumor	mondo:0024286	benign blood vessel neoplasm	0.77
mondo:0010030	Sjogren syndrome	icd11	icd11:1923044320	Sjögren syndrome	icd11:899463360	Primary Sjögren syndrome	0.6
doid:9388	lens-induced iridocyclitis	mondo	mondo:0016207	phacoanaphylactic uveitis	mondo:0004775	lens-induced iridocyclitis	0.68
doid:1293	labia minora carcinoma	mondo	mondo:0001526	labia minora cancer	mondo:0001602	labia minora carcinoma	0.75
ncit:C150601	Citrullinemia Type I	mondo	mondo:0016603	citrullinemia type II	mondo:0008988	citrullinemia type I	0.8
ncit:C7402	Hairy Cell Leukemia	mondo	mondo:0017600	hairy cell leukemia variant	mondo:0018935	hairy cell leukemia	0.73
efo:1000566	Testicular Germ Cell Tumor	mondo	mondo:0018193	testicular teratoma	mondo:0010108	testicular germ cell tumor	0.78
doid:90	degenerative disc disease	ncit	ncit:C27154	Lumbar Disc Degenerative Disorder	ncit:C27156	Cervical Disc Degenerative Disorder	0.81
doid:1247	blood coagulation disease	mondo	mondo:0021181	inherited blood coagulation disorder	mondo:0001531	blood coagulation disease	0.75
doid:0060966	dystonia 22, juvenile-onset	mondo	mondo:0011823	developmental malformations-deafness-dystonia syndrome	mondo:0957539	dystonia 22, juvenile-onset	0.74
efo:0004895	Tourette syndrome	icd11	icd11:1649340159	Chronic motor tic disorder	icd11:119340957	Tourette syndrome	0.65
mondo:0003638	lung meningioma	ncit	ncit:C5276	Primary Lung Meningioma	ncit:C5668	Lung Meningioma	0.76
doid:0050035	African tick-bite fever	mondo	mondo:0024472	boutonneuse fever	mondo:0000227	African tick-bite fever	0.72
mondo:0016715	ependymoblastoma	doid	doid:0081286	embryonal tumor with multilayered rosettes	doid:0080903, doid:4794	obsolete embryonal Tumor with Multilayered Rosettes, C19MC-Altered, embryonal tumor with multilayered rosettes, C19MC-altered	0.92
doid:3263	piebaldism	mondo	mondo:0007459	dilution, pigmentary	mondo:0008244	piebaldism	0.68
doid:0080780	acute erythroid leukemia	ncit	ncit:C9164	Childhood Acute Erythroid Leukemia	ncit:C8923	Acute Erythroid Leukemia	0.95
mondo:0015500	facial arteriovenous malformation	orphanet	orphanet:46724	Cerebral arteriovenous malformation	orphanet:156230	Facial arteriovenous malformation	0.64
doid:2173	eyelid benign neoplasm	ncit	ncit:C4354	Benign Eyelid Neoplasm	ncit:C3031	Eyelid Neoplasm	0.95
doid:3009	breast neuroendocrine neoplasm	ncit	ncit:C5170	Breast Neuroendocrine Tumor G1	ncit:C5169	Breast Neuroendocrine Neoplasm	0.63
doid:0080365	endometrial hyperplasia	mondo	mondo:0006096	atypical endometrial hyperplasia	mondo:0041161	obsolete endometrial hyperplasia	0.74
efo:0003841	thyroid neoplasm	ncit	ncit:C3502	Thyroid Gland Follicular Adenoma	ncit:C3414	Thyroid Gland Neoplasm	0.71
ncit:C9281	Follicular Dendritic Cell Sarcoma	mondo	mondo:0004380	dendritic cell sarcoma	mondo:0005764	follicular dendritic cell sarcoma	0.92
icd11:683319223	Renal agenesis	mondo	mondo:0024519	renal hypodysplasia/aplasia 1	mondo:0018470	renal agenesis	0.57
doid:0070144	autosomal recessive cutis laxa type I	orphanet.ordo	orphanet.ordo:90349	Autosomal recessive cutis laxa type 1	orphanet.ordo:90439	NO_NAME_FOUND	0.74
doid:898	autosomal dominant polycystic kidney disease	ncit	ncit:C123166	Autosomal Dominant Polycystic Kidney Disease Type 2	ncit:C75464	Polycystic Kidney Disease	0.67
doid:14756	vascular type Ehlers-Danlos syndrome	mondo	mondo:0017314	Ehlers-Danlos syndrome, vascular type	mondo:0007524	autosomal dominant Ehlers-Danlos syndrome, vascular type	0.7
mondo:0015167	amniotic band syndrome	icd11	icd11:422292803	Amniotic bands	icd11:1033549095	Constriction rings	0.56
mondo:0007949	Marshall syndrome	ncit	ncit:C116917	Periodic Fever, Aphthous Stomatitis, Pharyngitis, Adenitis Syndrome	ncit:C128115	Marshall Syndrome	0.59
ncit:C173102	Trichothiodystrophy 7, Nonphotosensitive	mondo	mondo:0030517	trichothiodystrophy 8, nonphotosensitive	mondo:0032806	trichothiodystrophy 7, nonphotosensitive	0.77
efo:1000828	B- and T-cell mixed leukemia	ncit	ncit:C126111	Infant Acute Biphenotypic Leukemia	ncit:C4673	Acute Biphenotypic Leukemia	0.71
mondo:0010522	X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2	doid	doid:0110058	amelogenesis imperfecta type 1E	doid:0110059	X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2	0.74
efo:1000680	mucous membrane pemphigoid	icd11	icd11:953963439	Mucous membrane pemphigoid with ocular involvement	icd11:1456138933	Mucous membrane pemphigoid	0.58
doid:678	progressive supranuclear palsy	mondo	mondo:0010997	supranuclear palsy, progressive, 1	mondo:0019037	progressive supranuclear palsy	0.72
ncit:C2881	Arrhythmia	mondo	mondo:0020745	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	mondo:0007263	cardiac rhythm disease	0.54
doid:8849	sublingual gland cancer	ncit	ncit:C8397	Sublingual Gland Carcinoma	ncit:C3527	Malignant Sublingual Gland Neoplasm	0.66
efo:0004280	movement disorder	mondo	mondo:0010096	tardive dyskinesia	mondo:0005395	movement disorder	0.55
doid:0060840	isolated microphthalmia 1	mondo	mondo:0018924	microphthalmia, Lenz type	mondo:0009631	isolated microphthalmia 1	0.54
mondo:0005615	plasmacytoma	icd11	icd11:2114952181	Plasmacytoma, NOS	icd11:1811140613	Solitary plasmacytoma	0.53
doid:5940	malignant peripheral nerve sheath tumor	ncit	ncit:C8094	Childhood Malignant Peripheral Nerve Sheath Tumor	ncit:C3798	Malignant Peripheral Nerve Sheath Tumor	0.91
efo:1001162	rickettsiosis	icd10	icd10:A75-A79	Rickettsioses	icd10:A79	Other rickettsioses	0.53
doid:4890	juvenile myoclonic epilepsy	mondo	mondo:0011491	epilepsy, idiopathic generalized, susceptibility to, 7	mondo:0009696	juvenile myoclonic epilepsy	0.5
mondo:0010434	synovial sarcoma	ncit	ncit:C8089	Childhood Synovial Sarcoma	ncit:C3400	Synovial Sarcoma	0.71
ncit:C6726	Lynch 2 Syndrome	mondo	mondo:0013196	Lynch syndrome 8	mondo:0012249	Lynch syndrome 2	0.77
mondo:0005135	parasitic infectious disease	ncit	ncit:C193412	Infestation	ncit:C27864	Parasitic Infection	0.63
doid:3009	breast neuroendocrine neoplasm	ncit	ncit:C175611	Breast Neuroendocrine Tumor G2	ncit:C5169	Breast Neuroendocrine Neoplasm	0.64
doid:0050427	xeroderma pigmentosum	mondo	mondo:0010214	xeroderma pigmentosum variant type	mondo:0019600	xeroderma pigmentosum	0.56
efo:1000303	Infiltrating Bladder Urothelial Carcinoma Sarcomatoid Variant	ncit	ncit:C39825	Invasive Bladder Sarcomatoid Urothelial Carcinoma with Heterologous Elements	ncit:C39824	Invasive Bladder Sarcomatoid Urothelial Carcinoma	0.91
doid:0060862	mal de Meleda	mondo	mondo:0009489	hereditary palmoplantar keratoderma, Gamborg-Nielsen type	mondo:0009552	mal de Meleda	0.77
mondo:0024245	ductal eccrine adenocarcinoma	ncit	ncit:C54664	Hidradenocarcinoma	ncit:C43345	Ductal Eccrine Adenocarcinoma	0.74
efo:0007535	verrucous carcinoma	ncit	ncit:C164248	Warty Carcinoma	ncit:C3781	Verrucous Carcinoma	0.74
efo:0006475	plasma cell leukemia	mondo	mondo:0003917	heart lymphoma	mondo:0018689	plasma cell leukemia	0.74
mesh:D010482	Periapical Abscess	efo	efo:1001391	Periapical Periodontitis	efo:1001202	suppurative periapical periodontitis	0.57
icd11:1495024153	Peripheral precocious puberty	mondo	mondo:0000088	precocious puberty	mondo:0015791	peripheral precocious puberty	0.6
ncit:C131632	Factor X Deficiency	mondo	mondo:0007260	Car factor deficiency	mondo:0002247	factor X deficiency	0.53
mondo:0006746	endomyocardial fibrosis	icd11	icd11:971671065	Obscure African cardiomyopathy	icd11:365224859	Endomyocardial fibrosis	0.68
doid:14037	aorta atresia	mondo	mondo:0019808	aortic valve atresia	mondo:0001863	aorta atresia	0.7
doid:3545	childhood choroid plexus cancer	mondo	mondo:0024744	childhood choroid plexus neoplasm	mondo:0002685	childhood choroid plexus carcinoma	0.99
doid:0050631	Allan-Herndon-Dudley syndrome	mondo	mondo:0008758	mitochondrial DNA depletion syndrome 4a	mondo:0010354	Allan-Herndon-Dudley syndrome	0.52
doid:0112101	mitochondrial type mitochondrial complex I deficiency 1	mondo	mondo:0100134	mitochondrial complex I deficiency, mitochondrial type	mondo:0027068	mitochondrial complex 1 deficiency, mitochondrial type 1	0.88
mondo:0043731	lytic metastatic bone lesion	ncit	ncit:C36030	Osteolytic Neoplasm	ncit:C35371	Lytic Metastatic Bone Lesion	0.4
doid:1470	major depressive disorder	ncit	ncit:C35094	Unipolar Depression	ncit:C34796	Single Episode of Major Depressive Disorder	0.87
ncit:C4025	Esophageal Adenocarcinoma	mondo	mondo:0013662	Barrett esophagus	mondo:0005028	esophageal adenocarcinoma	0.68
efo:1000974	hypersensitivity vasculitis	mondo	mondo:0019509	cutaneous leukocytoclastic angiitis	mondo:0006794	hypersensitivity vasculitis	0.9
mesh:D009494	Neurosyphilis	mondo	mondo:0005821	late congenital syphilis	mondo:0004944	neurosyphilis	0.81
icd11:653068448	Deletions of the long arm of chromosome 8	mondo	mondo:0016873	partial deletion of chromosome 8	mondo:0016907	partial deletion of the long arm of chromosome 8	0.64
doid:2222	factor X deficiency	mondo	mondo:0007260	Car factor deficiency	mondo:0009212	congenital factor X deficiency	0.67
mondo:0009135	anemia, congenital dyserythropoietic, type 1a	doid	doid:0111396	congenital dyserythropoietic anemia type I	doid:0111398	congenital dyserythropoietic anemia type Ia	1.03
mondo:0020502	yellow fever	icd11	icd11:1805149915	Urban yellow fever	icd11:383352795	Yellow fever	0.67
ncit:C75018	Treacher Collins Syndrome	mondo	mondo:0030067	Treacher Collins syndrome 4	mondo:0002457	Treacher-Collins syndrome	0.57
icd11:443886910	Ochoa syndrome	mondo	mondo:0009368	urofacial syndrome type 1	mondo:0000463	Ochoa syndrome	0.55
efo:0004199	dysplastic nevus	ncit	ncit:C7584	Dysplastic Nevus Syndrome	ncit:C3694	Dysplastic Nevus	0.76
doid:0111995	immunodeficiency 28	mondo	mondo:0017900	autosomal recessive Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency	mondo:0013953	immunodeficiency 28	0.5
doid:0081044	frontonasal dysplasia	mondo	mondo:0007636	frontorhiny	mondo:0016643	frontonasal dysplasia	0.87
efo:0000203	monoclonal gammopathy	mondo	mondo:0002274	monoclonal paraproteinemia disease	mondo:0004960	monoclonal gammopathy	0.76
mondo:0017372	congenital varicella syndrome	icd11	icd11:662161761	Congenital varicella	icd11:2071159826	Congenital Varicella Zoster virus infection	0.68
efo:0002608	AIDS dementia	ncit	ncit:C3715	AIDS Encephalopathy	ncit:C2864	AIDS Dementia	0.67
mesh:D004653	Empyema	mondo	mondo:0018667	pleural empyema	mondo:0005242	empyema	0.65
efo:1001380	Niemann-Pick disease	mondo	mondo:0009756	Niemann-Pick disease type A	mondo:0001982	Niemann-Pick disease	0.85
mondo:0002073	malignant pineal area germ cell neoplasm	doid	doid:7428	pineal region germinoma	doid:1660	malignant pineal area germ cell neoplasm	0.62
doid:2048	autoimmune hepatitis	ncit	ncit:C27029	Autoimmune Hepatitis	ncit:C27778	Autoimmune Hepatitis with Centrilobular Necrosis	0.57
mondo:0019471	adult T-cell leukemia/lymphoma	doid	doid:5602	T-cell adult acute lymphocytic leukemia	doid:0050523	adult T-cell leukemia/lymphoma	0.7
efo:0005801	cholesterol embolism	mondo	mondo:0001883	blue toe syndrome	mondo:0005568	cholesterol embolism	0.91
mondo:0018181	staphylococcal scalded skin syndrome	efo	efo:1001849	staphylococcal skin infections	efo:0007473	Ritter's disease	0.85
ncit:C4270	Malignant Ovarian Brenner Tumor	mondo	mondo:0006343	ovarian transitional cell carcinoma	mondo:0002920	malignant ovarian Brenner tumor	0.77
doid:0061030	hemophilia	gard	gard:10418	Hemophilia	gard:0418	NO_NAME_FOUND	0.5
mondo:0016944	partial duplication of the short arm of chromosome 7	icd11	icd11:2113958308	Duplications of chromosome 7	icd11:79901143	Duplications of the short arm of chromosome 7	0.62
icd11:1171850356	Frontotemporal dementia with motor neuron disease	mondo	mondo:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	mondo:0017161	frontotemporal dementia with motor neuron disease	0.6
orphanet:140162	Inherited cancer-predisposing syndrome	mondo	mondo:0850064	inherited hematologic cancer-predisposing syndrome	mondo:0015356	hereditary neoplastic syndrome	0.56
ncit:C2866	Alzheimer's Disease	mondo	mondo:0007088	Alzheimer disease type 1	mondo:0004975	Alzheimer disease	0.76
efo:1000894	dermoid cyst	ncit	ncit:C67107	Benign Teratoma	ncit:C9011	Dermoid Cyst	0.58
orphanet:46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	mondo	mondo:0020989	hereditary persistence of fetal hemoglobin	mondo:0018749	hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	0.94
mondo:0010523	X-linked reticulate pigmentary disorder	doid	doid:13207	proliferative diabetic retinopathy	doid:0111834	X-linked reticulate pigmentary disorder	0.57
doid:0060748	familial temporal lobe epilepsy 1	mondo	mondo:0010898	autosomal dominant epilepsy with auditory features	mondo:0700090	epilepsy, familial temporal lobe, 1	0.78
doid:0080875	IDH-mutant anaplastic astrocytoma	ncit	ncit:C129290	Astrocytoma, IDH-Mutant, Grade 3	ncit:C185167	Astrocytoma, IDH-Mutant	1.06
doid:0111573	autosomal dominant woolly hair	mondo	mondo:0008686	isolated familial wooly hair disorder	mondo:0020717	autosomal dominant wooly hair	0.56
ncit:C3076	Cowden Syndrome	doid	doid:0050657	Bannayan-Riley-Ruvalcaba syndrome	doid:6457	Cowden syndrome	0.73
efo:1000746	panniculitis	icd11	icd11:586230733	Hypodermis	icd11:1056888958	Panniculitis	0.52
efo:0008559	American trypanosomiasis	icd10	icd10:B57	Chagas disease	icd10:B57.4, icd10:B57.3, icd10:B57.1, icd10:B57.5, icd10:B57.0, icd10:B57.2	NO_NAME_FOUND	0.6
mondo:0011479	postural orthostatic tachycardia syndrome	ncit	ncit:C173819	Primordial Odontogenic Tumor	ncit:C85020	Postural Orthostatic Tachycardia Syndrome	0.55
ncit:C80078	Chronic Kidney Disease	mondo	mondo:0024327	chronic renal failure syndrome	mondo:0005300	chronic kidney disease	0.69
doid:10283	prostate cancer	mondo	mondo:0700275	prostate cancer, hereditary	mondo:0008315	prostate cancer	0.84
ncit:C122662	Glycogen Storage Disease Type IX	mondo	mondo:0100439	glycogen storage disease IXa2	mondo:0018251	obsolete glycogen storage disease due to phosphorylase kinase deficiency	0.68
doid:0050481	endemic typhus	mondo	mondo:0001246	typhus	mondo:0000330	endemic typhus	0.66
icd11:208782658	Dysgerminoma of ovary	mondo	mondo:0020538	malignant dysgerminomatous germ cell tumor of ovary	mondo:0003481	dysgerminoma of ovary	0.59
icd11:1130568776	Endometrial squamous cell carcinoma	mondo	mondo:0016266	squamous cell carcinoma of the corpus uteri	mondo:0006198	endometrial squamous cell carcinoma	0.59
mondo:0011852	nonsyndromic congenital nail disorder 8	doid	doid:0080087	nonsyndromic congenital nail disorder 9	doid:0080086	nonsyndromic congenital nail disorder 8	0.8
icd11:1833416892	Disorders of mineral absorption or transport	mondo	mondo:0000226	mineral metabolism disease	mondo:0017761	disorder of mineral absorption and transport	0.64
ncit:C176939	Noonan Syndrome-Like Disorder with Loose Anagen Hair 1	mondo	mondo:0011899	Noonan syndrome-like disorder with loose anagen hair	mondo:0054637	Noonan syndrome-like disorder with loose anagen hair 1	0.68
doid:11819	ureter cancer	ncit	ncit:C8993	Ureter Carcinoma	ncit:C7543	Malignant Ureter Neoplasm	0.74
ncit:C4715	Choroid Plexus Carcinoma	doid	doid:3540	choroid plexus cancer	doid:5648	choroid plexus carcinoma	0.85
