source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
orphanet.ordo:83469	Desmoplastic small round cell tumor	ncit	ncit:C27373	Adult Desmoplastic Small Round Cell Tumor	ncit:C8300	Desmoplastic Small Round Cell Tumor	0.75
mondo:0007492	early-onset generalized limb-onset dystonia	orphanet.ordo	orphanet.ordo:160001	dystonia 13, torsion	orphanet.ordo:256	Early-onset generalized limb-onset dystonia	0.51
mondo:0016241	alternating hemiplegia of childhood	orphanet.ordo	orphanet.ordo:595337	Adrenal hypoplasia congenita	orphanet.ordo:2131	Alternating hemiplegia of childhood	0.52
orphanet.ordo:83	Antley-Bixler syndrome	doid	doid:0081289	Antley-Bixler syndrome	doid:50462	""	0.73
mondo:0007615	laurin-Sandrow syndrome	orphanet.ordo	orphanet.ordo:498494	Mirror-image polydactyly	orphanet.ordo:2378	Laurin-Sandrow syndrome	0.56
orphanet.ordo:593	Myofibrillar myopathy	mondo	mondo:0033620	myofibrillar myopathy 10	mondo:0018943	myofibrillar myopathy	0.84
orphanet.ordo:98869	Congenital dyserythropoietic anemia type I	mondo	mondo:0009135	anemia, congenital dyserythropoietic, type 1a	mondo:0014285, mondo:0020337	congenital dyserythropoietic anemia type 1, congenital dyserythropoietic anemia type type 1B	0.55
orphanet.ordo:254688	Complete hydatidiform mole	mondo	mondo:0009273	hydatidiform mole, recurrent, 1	mondo:0016785	complete hydatidiform mole	0.81
orphanet.ordo:2849	Perlman syndrome	gard	gard:3936	Perlman syndrome	gard:0003936	""	0.5
mondo:0004225	monoclonal gammopathy of uncertain significance	efo	efo:1000836	benign monoclonal gammopathy	efo:0000203	monoclonal gammopathy	1.06
mondo:0005486	tooth agenesis	ncit	ncit:C171426	Hypodontia	ncit:C172328	Dental Agenesis	0.57
orphanet.ordo:716	Phenylketonuria	mondo	mondo:0019258	mild phenylketonuria	mondo:0009861	phenylketonuria	0.62
orphanet.ordo:183669	Agammaglobulinemia	doid	doid:0081142	agammaglobulinemia 10	doid:2583	agammaglobulinemia	0.87
orphanet.ordo:182090	Pulmonary arterial hypertension	mondo	mondo:0024533	pulmonary hypertension, primary, 1	mondo:0005149, mondo:0015924	pulmonary hypertension, pulmonary arterial hypertension	0.9
mesh:D015047	Zoonoses	ncit	ncit:C173761	Zoonotic Spillover	ncit:C35803	Zoonotic Infection	0.6
orphanet.ordo:1333	Familial pancreatic carcinoma	mondo	mondo:0005192	exocrine pancreatic carcinoma	mondo:0021040, mondo:0015278, mondo:0009831	pancreatic neoplasm, familial pancreatic carcinoma, malignant pancreatic neoplasm	0.62
orphanet.ordo:457095	Actinomycosis	mondo	mondo:0006921	Actinomycetales infectious disease	mondo:0005631	actinomycosis	0.76
orphanet.ordo:294965	Lethal congenital contracture syndrome	mondo	mondo:0014870	NEK9-related lethal skeletal dysplasia	mondo:0017436	lethal congenital contracture syndrome	0.84
orphanet.ordo:228402	2q23.1 microdeletion syndrome	mondo	mondo:0017786	2q23.1 microduplication syndrome	mondo:0016459	2q23.1 microdeletion syndrome	0.76
ncit:C7924	Adult Extraskeletal Myxoid Chondrosarcoma	mondo	mondo:0012825	extraskeletal myxoid chondrosarcoma	mondo:0004391, mondo:0003899	adult myxoid chondrosarcoma, obsolete adult extraosseous chondrosarcoma	0.93
orphanet.ordo:2556	Microphthalmia with linear skin defects syndrome	mondo	mondo:0024552	linear skin defects with multiple congenital anomalies 1	mondo:0010672	linear skin defects with multiple congenital anomalies	0.64
orphanet.ordo:748	Mendelian susceptibility to mycobacterial diseases	mondo	mondo:0008856	immunodeficiency 27A	mondo:0019146	inherited susceptibility to mycobacterial diseases	0.52
orphanet.ordo:99976	Adenocarcinoma of the esophagus	mondo	mondo:0013662	Barrett esophagus	mondo:0005028	esophageal adenocarcinoma	0.57
icd10:E11	Type 2 diabetes mellitus	orphanet.ordo	orphanet.ordo:181376	Rare diabetes mellitus type 2	orphanet.ordo:66518, orphanet.ordo:181368	Short fifth metacarpals-insulin resistance syndrome, Rare insulin-resistance syndrome	0.83
orphanet.ordo:199241	Pulmonary capillary hemangiomatosis	mondo	mondo:0009937	pulmonary venoocclusive disease	mondo:0009329	pulmonary venoocclusive disease 2	0.65
orphanet.ordo:98855	Autosomal recessive Emery-Dreifuss muscular dystrophy	mondo	mondo:0014676	Emery-Dreifuss muscular dystrophy 3, autosomal recessive	mondo:0008406	obsolete autosomal recessive Emery-Dreifuss muscular dystrophy	0.61
orphanet.ordo:334	Familial atrial fibrillation	mondo	mondo:0013530	atrial fibrillation, familial, 10	mondo:0018054	familial atrial fibrillation	0.76
orphanet.ordo:2024	Hereditary gingival fibromatosis	mondo	mondo:0007609	fibromatosis, gingival, 1	mondo:0016070	hereditary gingival fibromatosis	0.85
efo:0007540	animal viral hepatitis	mondo	mondo:0024945	hepatitis, non-human animal	mondo:0006011, mondo:0025085	hepatitis, viral, animal, viral hepatitis	0.72
mondo:0007927	congenital macroglossia	orphanet.ordo	orphanet.ordo:156207	Macroglossia	orphanet.ordo:2430	Congenital macroglossia	0.6
orphanet.ordo:139411	Carney triad	gard	gard:10924	Carney triad	gard:0010924	""	0.5
orphanet.ordo:498494	Mirror-image polydactyly	mondo	mondo:0007615	laurin-Sandrow syndrome	mondo:0034678	obsolete mirror-image polydactyly	0.56
orphanet.ordo:126	Blepharophimosis-ptosis-epicanthus inversus syndrome	mondo	mondo:0035521	blepharophimosis-ptosis-epicanthus inversus syndrome plus	mondo:0007201	blepharophimosis, ptosis, and epicanthus inversus syndrome	0.56
efo:0005854	allergic rhinitis	mesh	mesh:D006255	Rhinitis, Allergic, Seasonal	mesh:D065631	Rhinitis, Allergic	0.57
orphanet.ordo:3002	Immune thrombocytopenia	ncit	ncit:C3991	Thrombocytopenia Due to Immune Destruction	ncit:C3446	Primary Immune Thrombocytopenia	0.6
orphanet.ordo:436141	HIDEA syndrome	mondo	mondo:0032780	hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities	mondo:0018572	severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome	0.59
orphanet.ordo:251071	8p23.1 microdeletion syndrome	mondo	mondo:0016659	8p23.1 duplication syndrome	mondo:0016658	8p23.1 microdeletion syndrome	0.76
orphanet.ordo:79430	Hermansky-Pudlak syndrome	mondo	mondo:0014885	Hermansky-Pudlak syndrome 10	mondo:0019312	Hermansky-Pudlak syndrome	0.77
orphanet.ordo:3156	Senior-Loken syndrome	mondo	mondo:0009962	Senior-Loken syndrome 1	mondo:0017842	Senior-Loken syndrome	0.81
orphanet.ordo:150	Nasopharyngeal carcinoma	mondo	mondo:0011775	nasopharyngeal carcinoma, susceptibility to, 1	mondo:0021315, mondo:0015459	malignant tumor of nasopharynx, nasopharyngeal carcinoma	0.84
orphanet.ordo:139399	Adrenomyeloneuropathy	mondo	mondo:0010247	X-linked cerebral adrenoleukodystrophy	mondo:0015339	adrenomyeloneuropathy	0.52
orphanet.ordo:56304	Atelosteogenesis type II	mondo	mondo:0007167	atelosteogenesis type I	mondo:0009727	atelosteogenesis type II	0.65
orphanet.ordo:3109	Mayer-Rokitansky-Küster-Hauser syndrome	mondo	mondo:0010173	Mayer-Rokitansky-Kuster-Hauser syndrome type 1	mondo:0017771	Mayer-Rokitansky-Kuster-Hauser syndrome	0.59
icd10:E13	Other specified diabetes mellitus	orphanet.ordo	orphanet.ordo:181381	Other rare diabetes mellitus	orphanet.ordo:769	Rabson-Mendenhall syndrome	0.81
orphanet.ordo:454887	Corticobasal syndrome	mondo	mondo:0022308	corticobasal degeneration disorder	mondo:0018696	corticobasal syndrome	0.76
mondo:0018004	acute megakaryoblastic leukemia without down syndrome	orphanet.ordo	orphanet.ordo:99887	Acute megakaryoblastic leukemia in children with Down syndrome	orphanet.ordo:329469	Acute megakaryoblastic leukemia in children without Down syndrome	0.59
mondo:0005224	acute myeloblastic leukemia without maturation	orphanet.ordo	orphanet.ordo:98834	Acute myeloblastic leukemia with maturation	orphanet.ordo:98833	Acute myeloblastic leukemia without maturation	0.62
orphanet.ordo:662216	Mucopolysaccharidosis type 10	mondo	mondo:0011760	Scheie syndrome	mondo:0030524	mucopolysaccharidosis, type 10	0.54
orphanet.ordo:319171	Distal 17p13.1 microdeletion syndrome	mondo	mondo:0016839	distal 17p13.3 microdeletion syndrome	mondo:0017867	distal 17p13.1 microdeletion syndrome	0.68
orphanet.ordo:48736	Embryonal carcinoma of the central nervous system	mondo	mondo:0004155	adult central nervous system embryonal carcinoma	mondo:0018843	embryonal carcinoma of the central nervous system	0.71
doid:0050543	Charcot-Marie-Tooth disease intermediate type	orphanet.ordo	orphanet.ordo:268337	Autosomal recessive intermediate Charcot-Marie-Tooth disease	orphanet.ordo:476123	Intermediate Charcot-Marie-Tooth disease	0.63
mondo:0850332	IDH-mutant anaplastic astrocytoma	ncit	ncit:C129290	Astrocytoma, IDH-Mutant, Grade 3	ncit:C185167	Astrocytoma, IDH-Mutant	1.03
mondo:0017810	variant ABeta2M amyloidosis	orphanet.ordo	orphanet.ordo:439246	ABeta2M amyloidosis	orphanet.ordo:314652	Variant ABeta2M amyloidosis	0.75
orphanet.ordo:1766	Dysequilibrium syndrome	mondo	mondo:0024542	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1	mondo:0009133	cerebellar ataxia, intellectual disability, and dysequilibrium	0.53
orphanet.ordo:48377	Subcorneal pustular dermatosis	mondo	mondo:0006617	vesiculobullous skin disease	mondo:0006614	subcorneal pustular dermatosis	0.51
orphanet.ordo:139039	Orofacial clefting syndrome	mondo	mondo:0000358	orofacial cleft	mondo:0015335	obsolete Mendelian syndromes with cleft lip/palate	0.54
mondo:0016581	conotruncal heart malformations	orphanet.ordo	orphanet.ordo:3426	Double outlet right ventricle	orphanet.ordo:2445	Conotruncal heart malformations	0.58
omim.ps:106210	Aniridia	orphanet.ordo	orphanet.ordo:98557	Syndromic aniridia	orphanet.ordo:250923	Isolated aniridia	0.43
efo:0004268	sclerosing cholangitis	orphanet.ordo	orphanet.ordo:171	Primary sclerosing cholangitis	orphanet.ordo:447771	Sclerosing cholangitis	0.63
orphanet.ordo:772	Infantile Refsum disease	mondo	mondo:0011101	peroxisome biogenesis disorder 1B	mondo:0019174	obsolete infantile Refsum disease	0.53
orphanet.ordo:398173	Focal facial dermal dysplasia type II	mondo	mondo:0009203	focal facial dermal dysplasia type III	mondo:0013996	focal facial dermal dysplasia type II	0.62
mesh:D007827	Laryngitis	ncit	ncit:C26688	Acute Laryngitis	ncit:C26811	Laryngitis	0.74
orphanet.ordo:94147	Spinocerebellar ataxia type 7	mondo	mondo:0012235	autosomal recessive spinocerebellar ataxia 7	mondo:0016163	autosomal dominant cerebellar ataxia type II	0.57
omim.ps:231200	Bleeding disorder, platelet-type	doid	doid:0111046	platelet-type bleeding disorder 10	doid:2218	blood platelet disease	0.7
orphanet.ordo:251523	Hyperzincemia and hypercalprotectinemia	mondo	mondo:0008691	zinc, elevated plasma	mondo:0011174, mondo:0016676	recurrent infections-inflammatory syndrome due to zinc metabolism disorder syndrome, hyperzincemia with functional zinc depletion	0.79
orphanet.ordo:100083	Laryngeal neuroendocrine tumor	ncit	ncit:C173391	Laryngeal Neuroendocrine Tumor	ncit:C6023	Laryngeal Neuroendocrine Neoplasm	0.75
orphanet.ordo:98850	Aggressive systemic mastocytosis	mondo	mondo:0016586	systemic mastocytosis	mondo:0020333	aggressive systemic mastocytosis	0.54
orphanet.ordo:275555	Preeclampsia	icd10	icd10:O14	Pre-eclampsia	icd10:O14.0, icd10:O14.9, icd10:O14.1, icd10:O14.2	""	0.5
doid:0080183	medullary colon carcinoma	ncit	ncit:C60640	Rectal Medullary Carcinoma	ncit:C60641	Colon Medullary Carcinoma	0.69
orphanet.ordo:98809	Paroxysmal kinesigenic dyskinesia	mondo	mondo:0100352	episodic kinesigenic dyskinesia 1	mondo:0044202	episodic kinesigenic dyskinesia	0.66
orphanet.ordo:294060	Multiple pterygium syndrome	mondo	mondo:0009926	autosomal recessive multiple pterygium syndrome	mondo:0017415	multiple pterygium syndrome	0.97
orphanet.ordo:352629	16q24.1 microdeletion syndrome	mondo	mondo:0016838	16q24.3 microdeletion syndrome	mondo:0018127	16q24.1 microdeletion syndrome	0.58
orphanet.ordo:3426	Double outlet right ventricle	mondo	mondo:0016581	conotruncal heart malformations	mondo:0018089	double outlet right ventricle	0.58
mondo:0031037	famililal cerebral cavernous malformations	doid	doid:0060669	cerebral cavernous malformation	doid:0060671, doid:0060670	cerebral cavernous malformation 2, cerebral cavernous malformation 3	0.81
orphanet.ordo:870	Down syndrome	icd10	icd10:Q90	Down syndrome	icd10:Q90.0, icd10:Q90.9, icd10:Q90.1, icd10:Q90.2	""	0.5
orphanet.ordo:36204	Intestinal lymphangiectasia	mondo	mondo:0007916	primary intestinal lymphangiectasia	mondo:0018178	intestinal lymphangiectasia	0.59
ncit:C92196	Cognitive Disorder	mesh	mesh:D060825	Cognitive Dysfunction	mesh:D019965	Neurocognitive Disorders	0.77
mondo:0007369	hereditary coproporphyria	orphanet.ordo	orphanet.ordo:659672	Harderoporphyria	orphanet.ordo:79273	Hereditary coproporphyria	0.54
mondo:0009824	primary hyperoxaluria type 2	orphanet.ordo	orphanet.ordo:93598	Primary hyperoxaluria type 1	orphanet.ordo:93599	Primary hyperoxaluria type 2	0.63
orphanet.ordo:3002	Immune thrombocytopenia	doid	doid:1587	thrombocytopenia due to platelet alloimmunization	doid:8924	autoimmune thrombocytopenic purpura	0.77
orphanet.ordo:683	Progressive supranuclear palsy	mondo	mondo:0010997	supranuclear palsy, progressive, 1	mondo:0019037	progressive supranuclear palsy	0.6
orphanet.ordo:93334	Postaxial polydactyly type A	mondo	mondo:0008266	polydactyly, postaxial, type A1	mondo:0019673	postaxial polydactyly type A	0.61
orphanet.ordo:98824	Atypical chronic myeloid leukemia	mondo	mondo:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	mondo:0004653	atypical chronic myeloid leukemia, BCR-ABL1 negative	0.52
orphanet.ordo:447893	Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	mondo	mondo:0011897	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	mondo:0018655	hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	0.53
doid:8991	cervix uteri carcinoma in situ	ncit	ncit:C89550	Stage 0 Cervical Cancer AJCC v7	ncit:C4000	Stage 0 Cervical Cancer AJCC v6	0.71
mondo:0010962	diffuse nonepidermolytic palmoplantar keratoderma	orphanet.ordo	orphanet.ordo:2337	Diffuse palmoplantar keratoderma, Bothnian type	orphanet.ordo:530838	KRT1-related diffuse nonepidermolytic keratoderma	0.61
orphanet.ordo:204	Sporadic Creutzfeldt-Jakob disease	mondo	mondo:0007403	inherited Creutzfeldt-Jakob disease	mondo:0016079	sporadic Creutzfeldt-Jakob disease	0.89
orphanet.ordo:216828	Osteogenesis imperfecta type 5	mondo	mondo:0013459	osteogenesis imperfecta type 10	mondo:0012591	osteogenesis imperfecta type 5	0.62
orphanet.ordo:98434	Hereditary combined deficiency of vitamin K-dependent clotting factors	mondo	mondo:0010187	vitamin K-dependent clotting factors, combined deficiency of, type 1	mondo:0015722	congenital vitamin K-dependent coagulation factors deficiency	0.92
mondo:0008921	carnosinemia	orphanet.ordo	orphanet.ordo:2168	Homocarnosinosis	orphanet.ordo:1361	Carnosinase deficiency	0.52
orphanet.ordo:99226	Monosomy X syndrome	mondo	mondo:0020639	monosomy	mondo:0020466	monosomy X	0.53
mondo:0015168	arthrogryposis multiplex congenita	orphanet.ordo	orphanet.ordo:488586	Congenital amyoplasia	orphanet.ordo:1037	Arthrogryposis multiplex congenita	0.55
mondo:0011055	distal monosomy 10p	orphanet.ordo	orphanet.ordo:687695	10p13-p14 deletion syndrome	orphanet.ordo:1580	Distal deletion 10p	0.57
mondo:0021148	female reproductive system neoplasm	doid	doid:229	female reproductive system disease	doid:120	female reproductive organ cancer	0.69
orphanet.ordo:2052	Fraser syndrome	mondo	mondo:0054737	Fraser syndrome 1	mondo:0009046	Fraser syndrome	0.76
orphanet.ordo:519	Acute myeloid leukemia	mondo	mondo:0015667	acute myeloid leukemia by FAB classification	mondo:0018874	acute myeloid leukemia	0.78
mondo:0007078	pseudohypoparathyroidism type 1A	orphanet.ordo	orphanet.ordo:665	Albright hereditary osteodystrophy	orphanet.ordo:79443	Pseudohypoparathyroidism type 1A	0.71
orphanet.ordo:263440	Neuroacanthocytosis	mondo	mondo:0008695	chorea-acanthocytosis	mondo:0016987	neuroacanthocytosis	0.69
efo:0007292	Guillain-Barre syndrome	orphanet.ordo	orphanet.ordo:207038	Acute and subacute inflammatory demyelinating polyneuropathy	orphanet.ordo:2103	Guillain-Barré syndrome	0.64
doid:8991	cervix uteri carcinoma in situ	ncit	ncit:C27093	Stage 0 Squamous Cell Carcinoma	ncit:C4000	Stage 0 Cervical Cancer AJCC v6	0.57
ncit:C26711	Candidiasis	mesh	mesh:D002180	Candidiasis, Oral	mesh:D002177	Candidiasis	0.59
mondo:0008745	oculocutaneous albinism type 1A	orphanet.ordo	orphanet.ordo:352731	Oculocutaneous albinism type 1	orphanet.ordo:79431	Oculocutaneous albinism type 1A	0.83
mondo:0008050	MYH7-related skeletal myopathy	orphanet.ordo	orphanet.ordo:53698	Myosin storage myopathy	orphanet.ordo:59135	Laing early-onset distal myopathy	0.59
mondo:0850109	non-specific autoimmune cerebellar ataxia without characteristic antibodies	orphanet.ordo	orphanet.ordo:624259	Non-specific autoimmune cerebellar ataxia with characteristic antibodies	orphanet.ordo:624268	Non-specific autoimmune cerebellar ataxia without characteristic antibodies	0.78
orphanet.ordo:402014	Acute myeloid leukemia with t(6;9)(p23;q34)	mondo	mondo:0100382	acute myeloid leukemia, t(6;9)(p23;q34.1)	mondo:0018433	acute myeloid leukemia with t(6;9)(p23;q34)	0.53
mondo:0000995	familial periodic paralysis	orphanet.ordo	orphanet.ordo:680	Normokalemic periodic paralysis	orphanet.ordo:371433	Genetic periodic paralysis	0.52
orphanet.ordo:540	Familial hemophagocytic lymphohistiocytosis	mondo	mondo:0033557	hemophagocytic lymphohistiocytosis, familial, 6	mondo:0015541	hereditary hemophagocytic lymphohistiocytosis	0.56
orphanet.ordo:2137	Autoimmune hepatitis	ncit	ncit:C176733	Variant Autoimmune Hepatitis	ncit:C27778, ncit:C27029	Autoimmune Hepatitis, Autoimmune Hepatitis with Centrilobular Necrosis	0.77
mondo:0012756	proximal 16p11.2 microdeletion syndrome	orphanet.ordo	orphanet.ordo:370079	Proximal 16p11.2 microduplication syndrome	orphanet.ordo:261197	Proximal 16p11.2 microdeletion syndrome	0.56
orphanet.ordo:2598	Mitochondrial myopathy and sideroblastic anemia	mondo	mondo:0024553	myopathy, lactic acidosis, and sideroblastic anemia 1	mondo:0000863	myopathy, lactic acidosis, and sideroblastic anemia	0.72
orphanet.ordo:75840	Ullrich congenital muscular dystrophy	mondo	mondo:0009681	Ullrich congenital muscular dystrophy 1A	mondo:0000355	Ullrich congenital muscular dystrophy	0.77
orphanet.ordo:90289	Localized scleroderma	efo	efo:1001993	scleroderma	efo:1001361	localised scleroderma	0.57
icd10:G35	Multiple sclerosis	orphanet.ordo	orphanet.ordo:228145	Multiple sclerosis variant	orphanet.ordo:228157, orphanet.ordo:477738, orphanet.ordo:802	Pediatric multiple sclerosis, NON RARE IN EUROPE: Multiple sclerosis, Marburg acute multiple sclerosis	0.5
orphanet.ordo:517	Acute myelomonocytic leukemia	ncit	ncit:C7970	Childhood Acute Myelomonocytic Leukemia	ncit:C7463	Acute Myelomonocytic Leukemia	0.55
orphanet.ordo:2185	Congenital hydrocephalus	icd10	icd10:Q03	Congenital hydrocephalus	icd10:Q03.8, icd10:Q03.1, icd10:Q03.0, icd10:Q03.9	""	0.5
