source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	confidence
icd11	icd11:1246917808	Trichophyton concentricum	skos:exactMatch	ncbitaxon	ncbitaxon:63419	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:972770799	Dislocation or subluxation	skos:exactMatch	pato	pato:0001852	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:164801656	Schistosoma japonicum	skos:exactMatch	ncbitaxon	ncbitaxon:6182	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:866147054	Malassezia furfur	skos:exactMatch	ncbitaxon	ncbitaxon:55194	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:11041	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2135216266	Rubella virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.86
ncbitaxon	ncbitaxon:260964	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:272341183	Henipavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:649794614	Conidiobolus	skos:exactMatch	ncbitaxon	ncbitaxon:34487	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
orphanet.ordo	orphanet.ordo:377788	disease	skos:exactMatch	ogms	ogms:0000031	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:1619607438	Ehrlichia chaffeensis	skos:exactMatch	ncbitaxon	ncbitaxon:945	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
omim.ps	omim.ps:300908	NO_NAME_FOUND	skos:exactMatch	doid	doid:0051009	congenital nonspherocytic hemolytic anemia 10	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
ncbitaxon	ncbitaxon:31286	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1913035915	Trypanosoma brucei rhodesiense	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1248056702	Pasteurella	skos:exactMatch	ncbitaxon	ncbitaxon:745	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
doid	doid:0080926	7q11.23 duplication syndrome	skos:exactMatch	chr	chr:9606-chr7q11.23	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
mfomd	mfomd:0000101	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D003702	Delusions	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:654408969	Abnormal sensitivity to light or UV radiation of uncertain or unspecified nature	skos:exactMatch	pato	pato:0000927	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:1480039041	Tick-borne encephalitis virus	skos:exactMatch	ncbitaxon	ncbitaxon:11084	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mf	mf:0000061	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D009948	Orgasm	semapv:SemanticSimilarityThresholdMatching	logmap	0.56
ncbitaxon	ncbitaxon:11676	NO_NAME_FOUND	skos:exactMatch	efo	efo:0000180	HIV-1 infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.89
icd11	icd11:824826401	Vibrio cholerae	skos:exactMatch	ncbitaxon	ncbitaxon:666	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncit	ncit:C9118	Sarcoma	skos:exactMatch	ncbitaxon	ncbitaxon:2698737	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mesh	mesh:D013850	Thinking	skos:exactMatch	mf	mf:0000013	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbigene	ncbigene:482662	NO_NAME_FOUND	skos:exactMatch	efo	efo:0009296	mutyh-associated polyposis	semapv:SemanticSimilarityThresholdMatching	logmap	0.48
ncbitaxon	ncbitaxon:51027	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:575932374	Enterobius	semapv:SemanticSimilarityThresholdMatching	logmap	0.92
icd11	icd11:213097968	Varicella zoster virus	skos:exactMatch	ncbitaxon	ncbitaxon:10319	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
mondo	mondo:0010467	Xq27.3q28 duplication syndrome	skos:exactMatch	chr	chr:9606-chrXq27.3-q28	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:53850604	Neutrophils	skos:exactMatch	cl	cl:0000775	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
mesh	mesh:D012919	Social Behavior	skos:exactMatch	nbo	nbo:0000011	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:810	NO_NAME_FOUND	skos:exactMatch	efo	efo:0007205	Chlamydia trachomatis infectious disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:1499844537	Lacazia	skos:exactMatch	ncbitaxon	ncbitaxon:121739	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	1.04
ncbitaxon	ncbitaxon:1824	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1460678065	Nocardia asteroides	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1279052161	Piedraia hortae	skos:exactMatch	ncbitaxon	ncbitaxon:147573	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:1350	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:80817633	Enterococcus	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:64279	NO_NAME_FOUND	skos:exactMatch	efo	efo:0000779	Drosophila C virus infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
envo	envo:01001357	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1194276488	Assault by abandonment	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:468349501	Haemophilus ducreyi	skos:exactMatch	ncbitaxon	ncbitaxon:730	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.68
icd11	icd11:1367266331	Staphylococcus aureus	skos:exactMatch	ncbitaxon	ncbitaxon:1280	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:2037	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:568542103	Actinomycetales	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:642650597	Sensory Neuron	skos:exactMatch	cl	cl:0000101	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:6209	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2013137163	Echinococcus	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
orphanet	orphanet:251038	3q29 microduplication syndrome	skos:exactMatch	so	so:1000037	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.29
ncbitaxon	ncbitaxon:52282	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1405168187	Sarcoptes	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
icd11	icd11:871564532	Human papillomavirus	skos:exactMatch	ncbitaxon	ncbitaxon:10566	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1496387979	Borna disease virus 1	skos:exactMatch	ncbitaxon	ncbitaxon:12455	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.65
omim.ps	omim.ps:151623	NO_NAME_FOUND	skos:exactMatch	gard	gard:6902	Li-fraumeni syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:2088788075	Platelets	skos:exactMatch	cl	cl:0000233	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:1654	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:98628208	Actinomyces species	semapv:SemanticSimilarityThresholdMatching	logmap	0.59
icd11	icd11:927942926	Capillaria	skos:exactMatch	ncbitaxon	ncbitaxon:119095	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:6248	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:421017026	Strongyloides stercoralis	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:5759	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1486336331	Entamoeba histolytica	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mesh	mesh:D014036	Togaviridae Infections	skos:exactMatch	ncbitaxon	ncbitaxon:11018	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:1659	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:459083633	Actinomyces israelii	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:1485	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2122752710	Clostridium	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1367609484	Treponema	skos:exactMatch	ncbitaxon	ncbitaxon:157	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
ncbitaxon	ncbitaxon:28844	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1569381467	Diphyllobothrium	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
efo	efo:0001062	cytomegalovirus infection	skos:exactMatch	ncbitaxon	ncbitaxon:10358	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
mesh	mesh:D012725	Sexual Behavior	skos:exactMatch	nbo	nbo:0000034	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:584577246	Rickettsia helvetica	skos:exactMatch	ncbitaxon	ncbitaxon:35789	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
chr	chr:9606-chr20p12.3	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0016841	20p12.3 microdeletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
efo	efo:0000545	infertility	skos:exactMatch	pato	pato:0000956	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
ncbitaxon	ncbitaxon:948	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1069694927	Anaplasma phagocytophilum	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:350521315	Bacillus anthracis	skos:exactMatch	ncbitaxon	ncbitaxon:1392	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1892948726	Influenza A virus	skos:exactMatch	ncbitaxon	ncbitaxon:11320	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.71
mesh	mesh:D000094362	Sleep Duration	skos:exactMatch	nbo	nbo:0000160	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
ncbitaxon	ncbitaxon:138	NO_NAME_FOUND	skos:exactMatch	efo	efo:0008510	Lyme disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncit	ncit:C92569	Selective Mutism	skos:exactMatch	nbo	nbo:0000621	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:5506	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:766764299	Fusarium	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:263	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:445002605	Francisella tularensis	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:708898123	Corynebacterium	skos:exactMatch	ncbitaxon	ncbitaxon:1716	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
nbo	nbo:0000011	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D012919	Social Behavior	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:6268	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:228200422	Anisakis	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:1586797373	Dengue virus 1	skos:exactMatch	ncbitaxon	ncbitaxon:11053	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
ncbitaxon	ncbitaxon:10258	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:95298809	Orf virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
so	so:1000045	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:363203	Ring chromosome syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
chr	chr:9606-chr15q11.2	NO_NAME_FOUND	skos:exactMatch	doid	doid:0060393	chromosome 15q11.2 deletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:1980528633	Trichostrongylus	skos:exactMatch	ncbitaxon	ncbitaxon:6318	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:33758	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:325532858	Echovirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
pato	pato:0001195	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:687243922	Proximal	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
ncbitaxon	ncbitaxon:34105	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1975579786	Streptobacillus moniliformis	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
chr	chr:9606-chr9q31.1-q31.3	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0018428	9q31.1q31.3 microdeletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
pato	pato:0001985	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2104676964	Other effects of reduced temperature	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:10912	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:545685931	Rotavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
efo	efo:0009296	mutyh-associated polyposis	skos:exactMatch	ncbigene	ncbigene:482662	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.48
ncbitaxon	ncbitaxon:87882	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:620116655	Burkholderia cepacia complex	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:1541786652	Molluscipoxvirus	skos:exactMatch	ncbitaxon	ncbitaxon:10278	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.85
orphanet	orphanet:217346	19q13.11 microdeletion syndrome	skos:exactMatch	chr	chr:9606-chr19q13.11	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
so	so:1000045	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0015431	ring chromosome 10	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
efo	efo:0009373	edema	skos:exactMatch	pato	pato:0001450	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.48
ncbitaxon	ncbitaxon:12870	NO_NAME_FOUND	skos:exactMatch	doid	doid:0050508	variola major	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
icd11	icd11:854527338	10p11.21p12.31 deletion	skos:exactMatch	chr	chr:9606-chr10p11.21-p12.31	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
omim.ps	omim.ps:158000	NO_NAME_FOUND	skos:exactMatch	orphanet.ordo	orphanet.ordo:573	Monilethrix	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:692114502	Piedraia	skos:exactMatch	ncbitaxon	ncbitaxon:147572	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:310514894	Echinococcus granulosus	skos:exactMatch	ncbitaxon	ncbitaxon:6210	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:485	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1637792238	Neisseria gonorrhoeae	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:152966666	Malassezia	skos:exactMatch	ncbitaxon	ncbitaxon:55193	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncit	ncit:C122576	Staphylococcus aureus Infection	skos:exactMatch	ncbitaxon	ncbitaxon:1280	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
mesh	mesh:D003702	Delusions	skos:exactMatch	mfomd	mfomd:0000101	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:84527	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1226320707	Metagonimus	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
cl	cl:0000738	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:920096014	Leucocytes	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
ncbitaxon	ncbitaxon:33993	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:837115999	Neorickettsia	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
nbo	nbo:0000248	NO_NAME_FOUND	skos:exactMatch	doid	doid:10933	obsessive-compulsive disorder	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncbitaxon	ncbitaxon:36362	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:713413721	Polyomavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:2060509754	Alkhurma hemorrhagic fever virus	skos:exactMatch	ncbitaxon	ncbitaxon:172148	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.63
icd11	icd11:1434540394	Human T-cell lymphotropic virus	skos:exactMatch	ncbitaxon	ncbitaxon:11909	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.65
icd11	icd11:654408969	Abnormal sensitivity to light or UV radiation of uncertain or unspecified nature	skos:exactMatch	pato	pato:0000547	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:439930189	Rubivirus	skos:exactMatch	ncbitaxon	ncbitaxon:11040	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1786174656	Cytomegalovirus	skos:exactMatch	ncbitaxon	ncbitaxon:10358	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:1763	NO_NAME_FOUND	skos:exactMatch	efo	efo:0009429	Mycobacterium infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
ncbitaxon	ncbitaxon:37727	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2033913333	Talaromyces marneffei	semapv:SemanticSimilarityThresholdMatching	logmap	0.98
ncbitaxon	ncbitaxon:11029	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:330008260	Ross River virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
nbo	nbo:0000119	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D007175	Impulsive Behavior	semapv:SemanticSimilarityThresholdMatching	logmap	0.9
icd11	icd11:1973549214	Enterococcus faecalis	skos:exactMatch	ncbitaxon	ncbitaxon:1351	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:1144581666	Clostridium botulinum	skos:exactMatch	ncbitaxon	ncbitaxon:1491	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.86
icd11	icd11:1975579786	Streptobacillus moniliformis	skos:exactMatch	ncbitaxon	ncbitaxon:34105	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:1684782550	Natural material	skos:exactMatch	envo	envo:01000951	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.28
ncbitaxon	ncbitaxon:36086	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1286748959	Trichuris	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:11250	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1197364235	Human respiratory syncytial virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbigene	ncbigene:484357	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0008711	Goodman syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
efo	efo:0007286	glanders	skos:exactMatch	ncbitaxon	ncbitaxon:13373	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.59
ncbitaxon	ncbitaxon:12455	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1496387979	Borna disease virus 1	semapv:SemanticSimilarityThresholdMatching	logmap	0.65
ncbitaxon	ncbitaxon:318479	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1404759305	Dracunculus medinensis	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
mfomd	mfomd:0000109	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D009770	Obsessive Behavior	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1719011513	Alphaherpesvirinae	skos:exactMatch	ncbitaxon	ncbitaxon:10293	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
chr	chr:9606-chrXp11.23-p11.22	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1764087058	Xp11.3 deletion	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:167505562	Chrysosporium	skos:exactMatch	ncbitaxon	ncbitaxon:40411	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:42231	NO_NAME_FOUND	skos:exactMatch	efo	efo:0007237	dipetalonemiasis	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
pato	pato:0001377	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1286128770	Polyploidies	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
omim.ps	omim.ps:125850	NO_NAME_FOUND	skos:exactMatch	doid	doid:0050524	maturity-onset diabetes of the young	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:91061	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1151295060	Bacillus	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
foodon	foodon:03411222	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1561052758	Fish	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:1967621498	Rubulavirus	skos:exactMatch	ncbitaxon	ncbitaxon:39744	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1627093972	Epstein-Barr virus	skos:exactMatch	ncbitaxon	ncbitaxon:10375	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
icd11	icd11:958499727	Gluten	skos:exactMatch	foodon	foodon:03420177	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
pato	pato:0001447	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:511482063	Calcified	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mesh	mesh:D000095223	White	skos:exactMatch	pato	pato:0000323	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:590	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1852144030	Salmonellae	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
ncbigene	ncbigene:280916	NO_NAME_FOUND	skos:exactMatch	orphanet.ordo	orphanet.ordo:251688	RP1 like 1	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
ncbitaxon	ncbitaxon:29169	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:578635068	Ancylostoma	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:6182	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:164801656	Schistosoma japonicum	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:5475	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:422672176	Candida	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
omim.ps	omim.ps:125850	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:552	MODY	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:687243922	Proximal	skos:exactMatch	pato	pato:0001195	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
efo	efo:0005547	dengue disease	skos:exactMatch	ncbitaxon	ncbitaxon:12637	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.58
ncbitaxon	ncbitaxon:590	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001418	Salmonella Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
cl	cl:0000051	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1073586896	Common lymphoid progenitor	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
doid	doid:0111115	nephronophthisis 4	skos:exactMatch	ncbigene	ncbigene:489625	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:1389818830	Chewing	skos:exactMatch	nbo	nbo:0000073	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:786	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:726115861	Rickettsia akari	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:2129504458	Mycoplasma	skos:exactMatch	ncbitaxon	ncbitaxon:2093	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:1654	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2116096692	Actinomyces	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
icd11	icd11:1874454144	Anaplasma	skos:exactMatch	ncbitaxon	ncbitaxon:768	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1592151206	Campylobacter fetus	skos:exactMatch	ncbitaxon	ncbitaxon:196	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:1769	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:476694884	Mycobacterium leprae	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
mesh	mesh:D019318	Porcine Reproductive and Respiratory Syndrome	skos:exactMatch	ncbitaxon	ncbitaxon:28344	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
ncbitaxon	ncbitaxon:5796	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1628320700	Coccidia	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:490445916	Dirofilaria	skos:exactMatch	ncbitaxon	ncbitaxon:6286	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:228200422	Anisakis	skos:exactMatch	ncbitaxon	ncbitaxon:6268	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:286	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1055740190	Pseudomonas	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
